@relation music-genre-classification
@attribute a1 Real
@attribute a2 Real
@attribute a3 Real
@attribute a4 Real
@attribute a5 Real
@attribute a6 Real
@attribute a7 Real
@attribute a8 Real
@attribute a9 Real
@attribute a10 Real
@attribute a11 Real
@attribute a12 Real
@attribute a13 Real
@attribute a14 Real
@attribute a15 Real
@attribute a16 Real
@attribute a17 Real
@attribute a18 Real
@attribute a19 Real
@attribute a20 Real
@attribute a21 Real
@attribute a22 Real
@attribute a23 Real
@attribute a24 Real
@attribute a25 Real
@attribute a26 Real
@attribute a27 Real
@attribute a28 Real
@attribute a29 Real
@attribute a30 Real
@attribute class {Tango,Salsa,Forró,Axé,Bachata,Bolero,Merengue,Gaúcha,Sertaneja,Pagode}
@data
0.09450801355089997,0.193347562335316,0.9795590219380117,0.09787234042553192,0.9276595744680851,0.07049000076205408,0.18247657828403466,0.17385507697697503,0.6227119303650434,0.22761821719319716,0.03943687540478441,0.04655045053812685,0.3807879023928836,0.025297413059304323,0.4545940892396574,0.6113218840201956,0.8297550956154095,0.32380080120691207,0.5536307865246677,0.41551820255829214,0.16917541346062356,0.16959597465206372,0.21388408684593307,0.4317217391137428,0.48564991346092684,0.14358799118830073,0.40476190476190477,0.13216451423296907,0.3333333333333333,0.0,Tango
0.09911996019856117,0.13897168914029828,0.7664796474710164,0.37872340425531914,0.30638297872340425,0.06889331606010793,0.32922429083404414,0.2983054626138376,0.6077890621044173,0.2681279144791575,0.07613763698831941,0.10112297714027457,0.33194464247006145,0.05640546336581647,0.5912450636679405,0.6460028768088659,0.5810388383721018,0.5861251272383627,0.49926538856559527,0.5748092525518484,0.1519336375546652,0.12854418400626408,0.19149541593347147,0.30811496672762145,0.5243765671606815,0.03969442284247633,0.09523809523809523,0.14718830245597797,1.0,0.8333333333333334,Tango
0.07687115517887279,0.11784890256167546,0.8138682874410229,0.08085106382978724,0.42127659574468085,0.03609015462439809,0.3192805932864407,0.3096056223890553,0.4685439885457591,0.4702229217064823,0.04354193663055751,0.05473984442817343,0.2837519691474157,0.07980475769647218,0.3923255882980158,0.6280952243042079,0.6041686969167684,0.43268380021815767,0.7226095806201668,0.25535095011377856,0.12849333427775503,0.11499996529581558,0.10467813110971601,0.24369134922956318,0.22763291363835705,0.038632568449154255,0.8809523809523809,0.283351098038325,1.0,0.5,Tango
0.14697896023248821,0.17349264354529692,0.6699323298543363,0.09787234042553192,0.05106382978723404,0.09913234701764698,0.29375252978853134,0.24811339616999517,0.5027525781436347,0.17588602111456964,0.11059088448965713,0.21450482812860525,0.42807641972775634,0.010600375505657199,0.5240385916298499,0.6608599534690647,0.46633970269642205,1.0,0.4899601374042553,0.31772378666952894,0.09954154001333337,0.1573087760133267,0.10105140720754037,0.1771225973114795,0.204116715599463,0.15151170943010256,0.6190476190476191,0.18934656370038636,0.8333333333333334,0.0,Tango
0.07684363391691854,0.16135142145909465,0.984347417418924,0.17872340425531916,0.06808510638297872,0.03907414060260331,0.3153910162757691,0.32626081756076497,0.6870337598844894,0.29165881691944245,0.06681913875392981,0.07751682459960295,0.31063322216851386,0.08120691428975048,0.5563782792210772,0.6489134736984369,0.5380456375235196,0.5146205442279334,0.6599950489628512,0.3667649473749157,0.1637612019610329,0.12275529596399538,0.3289374428353793,0.4556445469075392,0.5172559246624642,0.08855770454155337,0.5,0.1458322487918962,1.0,0.5,Tango
0.08380247990295432,0.16308302122062993,0.9417651267726119,0.42127659574468085,0.9829787234042553,0.08046565132034936,0.45081917375586517,0.5171019641912419,0.9290383539369335,0.6403909924359003,0.06430995053379635,0.11618867577560993,0.5706635577610779,0.13807236623336525,0.584292567247895,0.575709307152442,0.553866595701617,0.180840028277891,0.8166844762150411,0.19594515410758234,0.7788664973800912,0.18996560527721415,0.12165615528951573,0.3732488300739208,0.39621839315186347,0.06692083484176943,0.40476190476190477,0.17285818392121005,1.0,0.3333333333333333,Tango
0.1348909576758579,0.13380556023282167,0.604110373888776,0.3659574468085106,0.02127659574468085,0.10408206959368002,0.2111906552868889,0.19694197664769297,0.5035741957303272,0.16779008358799863,0.03412729589469282,0.04910052641159072,0.32258286067999487,0.019086026558852373,0.523406817415941,0.6053365769835982,0.6496937758154109,0.5116837249076231,0.6080299179653625,0.40537433376668847,0.2710635171216459,0.0746437922247825,0.13708576960364224,0.15781878701046725,0.20334405725974106,0.06784660829358342,0.4523809523809524,0.1259238534328425,0.5,0.0,Tango
0.11879623898230168,0.17384715503392661,0.7830267538660168,0.00851063829787234,0.08936170212765958,0.1139669994302739,0.16614174459428704,0.17395416238328712,0.528120817273841,0.19247469046987892,0.02902341662031536,0.03527267441926708,0.44857352005313655,0.01789481451200066,0.712620214414632,0.5902429841582437,0.9247351929174882,0.19481620585527257,0.5930704163074916,0.5975226105867891,0.14913178563694707,0.17780188451007295,0.23692481231022755,0.39348603779035796,0.3231238429374408,0.051620894995891314,0.47619047619047616,0.22290621193845794,1.0,0.5,Tango
0.13131770141471147,0.1258552191463509,0.5937615676873075,0.1702127659574468,0.0,0.13233250233152258,0.2388068257820412,0.20009413113599647,0.534330717638378,0.27903697911717157,0.07271058471039862,0.08886984322020883,0.37275047729003585,0.010034209993325304,0.3586657310050825,0.6889040130518309,0.872437199679158,0.22030517772071453,0.505119445068658,0.28870834250607774,0.09240061760314894,0.11683986227692351,0.10470185816214118,0.22507378998462174,0.1280373206029949,0.05908630954867629,0.023809523809523808,0.21705990547957568,0.8333333333333334,0.0,Tango
0.06050501990190569,0.11249300306272442,0.9046598142833381,0.8765957446808511,0.825531914893617,0.4128700044634595,0.099746195979786,0.09515914708697751,0.3573867720205455,0.10771075807162417,0.01510172026999189,0.020904151307253552,0.12085319868364161,0.0031061470998898985,0.04537932856228573,0.4367343392510645,0.9038860861025945,0.40255205537024846,0.5494400501539025,0.5273198098786714,0.08778186858291044,0.0845914303212645,0.11987574757790735,0.16982098205405496,0.15952281317268643,0.054491286254333665,0.0,0.11177439822941199,1.0,0.3333333333333333,Tango
