@relation music-genre-classification
@attribute a1 Real
@attribute a2 Real
@attribute a3 Real
@attribute a4 Real
@attribute a5 Real
@attribute a6 Real
@attribute a7 Real
@attribute a8 Real
@attribute a9 Real
@attribute a10 Real
@attribute a11 Real
@attribute a12 Real
@attribute a13 Real
@attribute a14 Real
@attribute a15 Real
@attribute a16 Real
@attribute a17 Real
@attribute a18 Real
@attribute a19 Real
@attribute a20 Real
@attribute a21 Real
@attribute a22 Real
@attribute a23 Real
@attribute a24 Real
@attribute a25 Real
@attribute a26 Real
@attribute a27 Real
@attribute a28 Real
@attribute a29 Real
@attribute a30 Real
@attribute class {Tango,Salsa,Forró,Axé,Bachata,Bolero,Merengue,Gaúcha,Sertaneja,Pagode}
@data
0.06960720278875795,0.055523355668532934,0.6414467340698091,0.0851063829787234,0.8765957446808511,0.5219354838709677,0.11133735894404143,0.12247406369129157,0.4201941414025178,0.09568689039418792,0.04613103099026355,0.056801775893755416,0.1976774782857666,0.00395197955249611,0.4975577158525144,0.4451952898459367,0.9055112649115892,0.6262309138537299,0.19871097487359451,0.8273896492634842,0.08810738382167675,0.12512860201153123,0.1402518074919002,0.16278117267706152,0.1146200749919197,0.046020987653448635,0.0,0.14712293483139544,1.0,0.5714285714285714,Tango
0.06751677314152595,0.11652141225618229,0.9272822024481849,0.33191489361702126,0.6425531914893617,0.06294930875576034,0.32773472431828443,0.29937809492458917,0.5690175382127461,0.3156254150640678,0.06756716772361473,0.06323068174421564,0.423236866844484,0.07923935656252162,0.842381273830851,0.5149701202753475,0.5593981339524289,0.4927103573235998,0.4824057990997338,0.9140709875244272,0.1985816700868554,0.21810935668143938,0.29593088678226825,0.3364525025797428,0.425415863520735,0.05121137242238448,0.40476190476190477,0.09238532578921657,0.8333333333333334,0.0,Tango
0.21021333011302934,0.34360530304363,0.8550396245993921,0.0,0.08936170212765958,0.12750967741935484,0.27147573125973967,0.2714923598058892,0.5184294798296796,0.30263345820683435,0.03908007177445977,0.05024554782571113,0.4079676428073811,0.039364363958479635,0.7471413110840733,0.5932272624120629,0.6948544979339145,0.2928010845310111,0.6411266162557963,0.253424292748585,0.31213028817925265,0.10735277363319487,0.18116509887672844,0.3751112581957189,0.5286662390664695,0.07374402298452601,0.47619047619047616,0.1580792270542318,1.0,0.42857142857142855,Tango
0.061982626966139126,0.1217225170106448,0.9989026327630698,0.00425531914893617,0.10638297872340426,0.05961290322580648,0.280325164400577,0.2711384013110623,0.5774507343190222,0.3072982920617243,0.0971122444917068,0.11512574519766797,0.37696987189964337,0.03247970342500993,0.558619289640226,0.6539600090773846,0.7018174982113394,0.3154291318245346,0.5933696870030867,0.22572157167560453,0.18207681458110175,0.13819194727172765,0.16765114899012848,0.3756177995746017,0.379070924135575,0.05622051238930112,0.42857142857142855,0.15684168391795075,1.0,0.2857142857142857,Tango
0.15427802595682058,0.068678655517893,0.3705703554735209,0.902127659574468,0.9829787234042553,0.537500460829493,0.10926950450553331,0.07100495895851251,0.21574611688009546,0.07213931592440012,0.0429058122099925,0.04948616174226337,0.16094903921834555,0.0013366111470780333,0.2245963886593906,0.044817065483244656,0.7070338166367339,0.8562839079826832,0.32992945056410966,0.5297043918321256,0.0726407495593089,0.06400782251490142,0.027122215973688163,0.04277717823647377,0.025772234233359177,0.025856390522133416,0.16666666666666666,0.009941009143520207,0.6666666666666666,0.0,Tango
0.14969478683240478,0.18281593875890115,0.69620490004316,0.00425531914893617,0.3404255319148936,0.11633548387096772,0.3151325833774019,0.317694562135644,0.5908398924086503,0.24648428577859213,0.06195279758818482,0.07476806677366064,0.37909116094788003,0.02722579639448928,0.8445626829090653,0.5703169520159358,0.5210167623052551,0.4916890206968164,0.5076560738821358,0.618337680311448,0.24795312340014072,0.1973738941013125,0.19754206158450863,0.21644320151518587,0.29762815864525544,0.06521491817839435,0.42857142857142855,0.15280756232479098,0.8333333333333334,0.0,Tango
0.18129227983524254,0.11645058279223636,0.4281235938547434,0.0851063829787234,0.9829787234042553,0.07817511520737326,0.30811382510905866,0.32654263961007934,0.6434570322543346,0.3675432264044935,0.060734558894265586,0.0804254606151889,0.37239692911532973,0.08244353518981892,0.8334768334951906,0.5463576993872766,0.6674405361601472,0.41260137978776124,0.6861343202519535,0.04975443267000794,0.24779830093402175,0.16896132906979328,0.1612863494548453,0.39388947074144626,0.6624358809038553,0.11873583693761998,0.3333333333333333,0.10891728790323241,0.8333333333333334,0.0,Tango
0.12806212592733013,0.23866427667377432,0.9625930925553505,0.6723404255319149,0.7829787234042553,0.4786875576036866,0.1811032890656706,0.1871502447622992,0.3421384350556344,0.12046152623538349,0.06144444938445949,0.07578729411748403,0.10116317349478314,0.013150652314538932,0.1114942020411552,0.546630020928415,0.5946000700862938,0.5693292217650899,0.3751551868996755,0.48910971181825597,0.128983116935327,0.1278079184365002,0.06811711866389676,0.06134795002703965,0.05877135837864724,0.060988345923899796,0.0,0.09064671219829994,1.0,0.2857142857142857,Tango
0.1882271633431975,0.30918172062822497,0.8621598850289723,0.13617021276595745,0.02553191489361702,0.07563133640552998,0.16439882007558118,0.1786012622159926,0.488463004146831,0.21717263497536152,0.02468714858871602,0.026975896821539416,0.303698461659729,0.0211501826040236,0.45016868967524776,0.6328601326306765,0.8999755428037438,0.1983333464442014,0.5697364386967607,0.5450023035321695,0.158067623070525,0.14962975620367971,0.23903324923986788,0.3122205278547104,0.25263300682764755,0.13347849405001225,0.0,0.18075316955983403,0.6666666666666666,0.0,Tango
0.09384821502077263,0.1211156057215393,0.764883330119287,0.2936170212765957,0.3148936170212766,0.05015815668202765,0.22175235290913914,0.1877988737040695,0.4639250162673963,0.2565119557902237,0.029811140470636092,0.05092676499666255,0.3986217996645349,0.01557726703341382,0.5049691425977578,0.5779722131168209,0.6653488983310701,0.5106048567899875,0.5418966795748538,0.1415865954911849,0.15817300642981602,0.12731247306351323,0.21854925273159656,0.4014007557597372,0.46245966128035565,0.15904461024594885,0.4523809523809524,0.16013327962934185,0.6666666666666666,0.0,Tango
